epoch,acc,loss,lr,val_acc,val_loss
0,0.6290435791015625,1.0862167636223603,0.00025,0.78271484375,0.61855441331863403
1,0.82819366455078125,0.5146316553291399,0.00025,0.8671875,0.4204034972935915
2,0.86620330810546875,0.40582109814567957,0.00025,0.8876953125,0.35670112632215023
3,0.881011962890625,0.35744658173643984,0.00025,0.88330078125,0.3431412735953927
4,0.8916015625,0.32667026744456962,0.00025,0.90576171875,0.30442711990326643
5,0.89832305908203125,0.30217510838701855,0.00025,0.896484375,0.3094396935775876
6,0.90369415283203125,0.28777295503095957,0.00025,0.91162109375,0.28283352591097355
7,0.90799713134765625,0.27770898782910081,0.00025,0.90576171875,0.2831073310226202
8,0.91112518310546875,0.26286027533205925,0.00025,0.9150390625,0.25400458741933107
9,0.91490936279296875,0.25394347425026353,0.00025,0.91162109375,0.2576671727001667
10,0.91846466064453125,0.24676399714371655,0.00025,0.92626953125,0.24065938126295805
11,0.920623779296875,0.23897684310213663,0.00025,0.9189453125,0.23883351869881153
12,0.92221832275390625,0.23375112826761324,0.00025,0.91162109375,0.26616222411394119
13,0.9238433837890625,0.22873605211498216,0.00025,0.9228515625,0.23513977974653244
14,0.926025390625,0.2210082826713915,0.00025,0.921875,0.2361511941999197
15,0.92624664306640625,0.22045054570480715,0.00025,0.92431640625,0.22195757646113634
16,0.92855072021484375,0.21530724437980098,0.00025,0.92724609375,0.2254323298111558
17,0.9290924072265625,0.2124709852723754,0.00025,0.92822265625,0.2071014354005456
18,0.93039703369140625,0.20793230066919932,0.00025,0.93408203125,0.19865092448890209
19,0.9327850341796875,0.20188476288967649,0.00025,0.93310546875,0.19572846777737141
20,0.93253326416015625,0.20186075305537088,0.00025,0.9306640625,0.21895533613860607
21,0.93413543701171875,0.19916522753919708,0.00025,0.93212890625,0.19679967314004898
22,0.9344329833984375,0.19691637465439271,0.00025,0.93359375,0.19585304288193583
23,0.93552398681640625,0.193168834413882,0.00025,0.92529296875,0.21419061254709959
24,0.93536376953125,0.19351010770333232,0.00025,0.9345703125,0.19431437738239765
