epoch,acc,loss,lr,val_acc,val_loss
0,0.75122833251953125,0.49774446792798699,0.00025,0.82568359375,0.38648656848818064
1,0.8415679931640625,0.35593696820978948,0.00025,0.84326171875,0.3487050395924598
2,0.85750579833984375,0.32750421409400587,0.00025,0.859375,0.32390128565020859
3,0.864593505859375,0.31182848473872582,0.00025,0.85986328125,0.32140806620009243
4,0.86782073974609375,0.30554409618162026,0.00025,0.86376953125,0.31349786836653948
5,0.872039794921875,0.2972955788463878,0.00025,0.865234375,0.30157101317308843
6,0.87592315673828125,0.28802861319854856,0.00025,0.87255859375,0.30036980472505093
7,0.87847900390625,0.28336756135468022,0.00025,0.861328125,0.3047913508489728
8,0.88201141357421875,0.27790548559914896,0.00025,0.87451171875,0.28613422438502312
9,0.8831024169921875,0.27526537523863226,0.00025,0.87158203125,0.29264136974234134
10,0.88355255126953125,0.27188131740604149,0.00025,0.87158203125,0.29870642675086856
11,0.88520050048828125,0.26741501470860385,0.00025,0.8837890625,0.27331726695410907
12,0.88836669921875,0.26469147436273488,0.00025,0.87548828125,0.28833776607643813
13,0.88854217529296875,0.26329523931599397,0.00025,0.87744140625,0.27436977904289961
14,0.88867950439453125,0.26180361230308336,0.00025,0.8681640625,0.28292090311879292
15,0.8906402587890625,0.25823601921456429,0.00025,0.88623046875,0.26673446665517986
16,0.8911285400390625,0.25663578523426622,0.00025,0.8828125,0.26273205154575408
17,0.8930206298828125,0.25171658740600833,0.00025,0.88525390625,0.26759843772742897
18,0.8944091796875,0.25105590178736747,0.00025,0.88134765625,0.26941284234635532
19,0.8936614990234375,0.25072724671827018,0.00025,0.8857421875,0.26327525160741061
20,0.89586639404296875,0.24614678605939844,0.00025,0.88134765625,0.27497535943984985
21,0.89469146728515625,0.24767453143704188,0.00025,0.8876953125,0.26217577501665801
22,0.8951568603515625,0.24731768652327446,0.00025,0.884765625,0.25506535905878991
23,0.8955230712890625,0.24531140889030212,0.00025,0.8935546875,0.25607113563455641
24,0.89743804931640625,0.24243778172876773,0.00025,0.88720703125,0.26257070933934301
25,0.89856719970703125,0.24136734529474779,0.00025,0.888671875,0.25114687404129654
26,0.89874267578125,0.2408322810088066,0.00025,0.8876953125,0.25574369670357555
27,0.8981170654296875,0.24195836141370819,0.00025,0.8916015625,0.25529378443025053
28,0.900115966796875,0.23673207925276074,0.00025,0.8837890625,0.27249508176464587
29,0.899810791015625,0.23867267559035099,0.00025,0.892578125,0.2542500039562583
30,0.900543212890625,0.23605351437572608,0.00025,0.88623046875,0.26112396561075002
31,0.90372467041015625,0.22946109203894594,0.000125,0.89404296875,0.24842665740288794
32,0.9044952392578125,0.22692893865723818,0.000125,0.8955078125,0.2467176106874831
33,0.904998779296875,0.22605952049616462,0.000125,0.8984375,0.23875421320553869
34,0.906463623046875,0.22446440559679104,0.000125,0.896484375,0.23610000096959993
35,0.90706634521484375,0.22181389655543171,0.000125,0.890625,0.24312476872000843
36,0.90771484375,0.22083932780151372,0.000125,0.8955078125,0.2427677841624245
37,0.9060211181640625,0.22497177464902052,0.000125,0.892578125,0.23746503301663324
38,0.9048919677734375,0.22487368184829393,0.000125,0.89697265625,0.23121353011811152
39,0.90771484375,0.22021897678223468,0.000125,0.8974609375,0.23227753536775708
40,0.9076385498046875,0.22124002966393164,0.000125,0.89404296875,0.23417553992476314
41,0.908843994140625,0.21792742977504531,0.000125,0.89453125,0.2358498340472579
42,0.9090576171875,0.21752266158273414,0.000125,0.8896484375,0.23672894173068926
43,0.90877532958984375,0.21670071555581671,0.000125,0.8974609375,0.23357204766944051
44,0.91004180908203125,0.21491068614977848,6.25e-05,0.9033203125,0.22360248991753906
45,0.9100799560546875,0.21295760990233248,6.25e-05,0.90234375,0.22845365310786292
46,0.90985870361328125,0.21342311988428264,6.25e-05,0.90087890625,0.22630912176100537
47,0.9113922119140625,0.21198714045294764,6.25e-05,0.90673828125,0.22474965656874701
48,0.91213226318359375,0.2101573252025446,6.25e-05,0.89892578125,0.22922517632832751
49,0.91143035888671875,0.21033673656620522,6.25e-05,0.89697265625,0.22975459595909342
50,0.9111175537109375,0.21191509411028164,6.25e-05,0.9052734375,0.22614114731550217
51,0.9120025634765625,0.21135145522475796,6.25e-05,0.89990234375,0.22857485781423748
52,0.9117584228515625,0.20874169684157096,3.125e-05,0.904296875,0.22302530595334247
53,0.9132232666015625,0.20838830778939155,3.125e-05,0.9013671875,0.22818464884767309
54,0.91396331787109375,0.20694120511370784,3.125e-05,0.90283203125,0.22669669968308881
